,APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name
539,umarga,black gram,2015,september,307,7450,9086,8763.0,2015-09,osmanabad,maharashtra
540,basmat,black gram,2015,october,17,11131,11159,11145.0,2015-10,hingoli,maharashtra
541,murum,black gram,2015,november,360,7900,9914,8877.0,2015-11,osmanabad,maharashtra
542,kalamb (os),black gram,2015,november,38,7578,9035,8763.0,2015-11,osmanabad,maharashtra
543,tuljapur,black gram,2015,november,15,8480,9101,9101.0,2015-11,osmanabad,maharashtra
544,shrirampur,black gram,2015,august,1,8200,8200,8200.0,2015-08,ahmadnagar,maharashtra
545,umarga,black gram,2015,november,21,7058,9435,8600.0,2015-11,osmanabad,maharashtra
546,hingoli,black gram,2015,december,142,7997,10350,10350.0,2015-12,hingoli,maharashtra
547,umarga,black gram,2015,october,163,8168,11028,10282.0,2015-10,osmanabad,maharashtra
548,tuljapur,black gram,2015,october,218,8972,10983,10858.0,2015-10,osmanabad,maharashtra
549,murum,black gram,2015,october,2373,8561,11887,10224.0,2015-10,osmanabad,maharashtra
550,kalamb (os),black gram,2015,october,139,9213,11289,10778.0,2015-10,osmanabad,maharashtra
551,mehkar,black gram,2015,december,287,8083,9703,9146.0,2015-12,buldhana,maharashtra
552,nandura,black gram,2015,december,49,8661,9967,9967.0,2015-12,buldhana,maharashtra
553,solapur,black gram,2015,august,79,8232,8568,8322.0,2015-08,solapur,maharashtra
554,ahmedpur,black gram,2015,october,37,9328,10041,10041.0,2015-10,latur,maharashtra
555,digras,black gram,2015,december,2,8678,8678,8678.0,2015-12,yewatmal,maharashtra
556,shegaon,black gram,2015,december,50,8041,8538,8295.0,2015-12,buldhana,maharashtra
557,malkapur,black gram,2015,december,77,7368,10107,9323.0,2015-12,buldhana,maharashtra
558,sillod-bharadi,black gram,2015,october,10,10000,12000,11000.0,2015-10,aurangabad,maharashtra
559,latur,black gram,2015,november,1729,6750,11573,10075.0,2015-11,latur,maharashtra
560,ambejogai,black gram,2015,september,16,8493,8518,8506.0,2015-09,beed,maharashtra
561,malkapur,black gram,2015,november,99,8263,10998,10038.0,2015-11,buldhana,maharashtra
562,udgir,black gram,2015,november,131,9912,10383,10368.0,2015-11,latur,maharashtra
563,sillod,black gram,2015,october,3,10000,12000,11000.0,2015-10,aurangabad,maharashtra
564,khamgaon,black gram,2015,december,925,7912,10323,9419.0,2015-12,buldhana,maharashtra
565,mehkar,black gram,2015,november,205,8032,9446,8932.0,2015-11,buldhana,maharashtra
566,barshi-vairag,black gram,2015,august,59,8001,8436,8319.0,2015-08,solapur,maharashtra
567,latur-murud,black gram,2015,october,1,10000,10000,10000.0,2015-10,latur,maharashtra
568,nilanga,black gram,2015,october,9,8500,11500,10000.0,2015-10,latur,maharashtra
569,kej,black gram,2015,october,10,8880,9940,8900.0,2015-10,beed,maharashtra
570,jalkot,black gram,2015,october,144,8542,9700,9121.0,2015-10,latur,maharashtra
571,kurdwadi,black gram,2015,august,4,8400,8100,8250.0,2015-08,solapur,maharashtra
572,ambejogai,black gram,2015,october,11,11289,11645,11464.0,2015-10,beed,maharashtra
573,latur,black gram,2015,october,3698,8352,12325,10458.0,2015-10,latur,maharashtra
574,lasur station,black gram,2015,october,5,9600,9900,9800.0,2015-10,aurangabad,maharashtra
575,ambejogai,black gram,2015,november,7,6588,8850,8750.0,2015-11,beed,maharashtra
576,dudhani,black gram,2015,august,538,8666,8754,8740.0,2015-08,solapur,maharashtra
577,chikhali,black gram,2015,november,73,6000,10364,8266.0,2015-11,buldhana,maharashtra
578,vaijapur,black gram,2015,october,2,9400,9400,9400.0,2015-10,aurangabad,maharashtra
579,buldhana,black gram,2015,december,59,7625,8575,8113.0,2015-12,buldhana,maharashtra
580,partur,black gram,2015,october,15,7817,9590,8867.0,2015-10,jalna,maharashtra
581,dudhani,black gram,2015,december,3,9800,9800,9800.0,2015-12,solapur,maharashtra
582,ahmedpur,black gram,2015,november,16,7863,8507,8507.0,2015-11,latur,maharashtra
583,barshi,black gram,2015,december,83,8408,9125,8683.0,2015-12,solapur,maharashtra
584,khamgaon,black gram,2015,november,720,7585,10725,9629.0,2015-11,buldhana,maharashtra
585,ahmednagar,black gram,2015,october,77,9851,10160,10032.0,2015-10,ahmadnagar,maharashtra
586,jamkhed,black gram,2015,october,51,9390,9683,9537.0,2015-10,ahmadnagar,maharashtra
587,akkolkot,black gram,2015,october,81,8000,11550,10780.0,2015-10,solapur,maharashtra
588,jalna,black gram,2015,september,883,7644,8825,8346.0,2015-09,jalna,maharashtra
589,chikhali,black gram,2015,december,175,6091,10887,8489.0,2015-12,buldhana,maharashtra
590,solapur,black gram,2015,november,18,9644,9644,9644.0,2015-11,solapur,maharashtra
591,sangali,black gram,2015,september,1196,6752,8867,8062.0,2015-09,sangli,maharashtra
592,yeotmal,black gram,2015,december,2,8252,8252,8252.0,2015-12,yewatmal,maharashtra
593,kej,black gram,2015,november,4,9200,9325,9250.0,2015-11,beed,maharashtra
594,karanja,black gram,2015,december,669,8497,10272,9526.0,2015-12,wasim,maharashtra
595,jalgaon jamod-aasalgaon,black gram,2015,october,11,9400,10200,9900.0,2015-10,buldhana,maharashtra
596,sangali,black gram,2015,october,607,7510,10557,9210.0,2015-10,sangli,maharashtra
597,lonar,black gram,2015,september,919,7715,8905,8385.0,2015-09,buldhana,maharashtra
598,khamgaon,black gram,2015,september,6199,7027,9243,8355.0,2015-09,buldhana,maharashtra
599,barshi,black gram,2015,november,300,7635,10065,9094.0,2015-11,solapur,maharashtra
600,shegaon,black gram,2015,october,345,8828,10894,9860.0,2015-10,buldhana,maharashtra
601,kalyan,black gram,2015,september,9,8067,9167,8600.0,2015-09,thane,maharashtra
602,mangrulpeer,black gram,2015,september,1325,7592,8913,8506.0,2015-09,wasim,maharashtra
603,mehkar,black gram,2015,october,651,7791,11136,9628.0,2015-10,buldhana,maharashtra
604,malkapur,black gram,2015,october,556,7608,12021,9880.0,2015-10,buldhana,maharashtra
605,manora,black gram,2015,september,109,8333,8817,8567.0,2015-09,wasim,maharashtra
606,washim,black gram,2015,december,607,8624,10005,9520.0,2015-12,wasim,maharashtra
607,sangrampur-varvatbakal,black gram,2015,october,7,7833,10033,9467.0,2015-10,buldhana,maharashtra
608,mangrulpeer,black gram,2015,december,40,8571,10640,10300.0,2015-12,wasim,maharashtra
609,khamgaon,black gram,2015,october,5682,7891,11634,10199.0,2015-10,buldhana,maharashtra
610,nandura,black gram,2015,october,270,8792,11417,11417.0,2015-10,buldhana,maharashtra
611,pusad,black gram,2015,december,15,7978,8543,8409.0,2015-12,yewatmal,maharashtra
612,risod,black gram,2015,december,102,6720,10540,8895.0,2015-12,wasim,maharashtra
613,sangrampur,black gram,2015,october,2,8000,11000,10000.0,2015-10,buldhana,maharashtra
614,udgir,black gram,2015,september,528,8923,9177,9176.0,2015-09,latur,maharashtra
615,akkolkot,black gram,2015,august,1172,8557,8838,8697.0,2015-08,solapur,maharashtra
616,ausa,black gram,2015,september,47,8145,8610,8480.0,2015-09,latur,maharashtra
617,shegaon,black gram,2015,september,211,7687,8520,8100.0,2015-09,buldhana,maharashtra
618,ahmednagar,black gram,2015,september,18,9400,9400,9400.0,2015-09,ahmadnagar,maharashtra
619,nandura,black gram,2015,november,57,8046,9502,9502.0,2015-11,buldhana,maharashtra
620,beed,black gram,2015,november,36,7840,9938,9828.0,2015-11,beed,maharashtra
621,jamkhed,black gram,2015,september,1339,8988,9379,9184.0,2015-09,ahmadnagar,maharashtra
622,sangali,black gram,2015,december,490,7119,9643,9033.0,2015-12,sangli,maharashtra
623,udgir,black gram,2015,october,739,10921,11579,11579.0,2015-10,latur,maharashtra
624,ahmedpur,black gram,2015,september,20,8042,8388,8388.0,2015-09,latur,maharashtra
625,jalkot,black gram,2015,september,251,7776,8390,8085.0,2015-09,latur,maharashtra
626,nilanga,black gram,2015,september,20,8320,8922,8830.0,2015-09,latur,maharashtra
627,sangali,black gram,2015,november,350,7553,9665,8888.0,2015-11,sangli,maharashtra
628,malkapur,black gram,2015,september,751,7574,9083,8405.0,2015-09,buldhana,maharashtra
629,risod,black gram,2015,september,1070,9029,9909,9300.0,2015-09,wasim,maharashtra
630,kada,black gram,2015,november,4,9300,9300,9300.0,2015-11,beed,maharashtra
631,gevrai,black gram,2015,november,1,8800,8800,8800.0,2015-11,beed,maharashtra
632,nandura,black gram,2015,september,276,7399,8812,8812.0,2015-09,buldhana,maharashtra
633,dudhani,black gram,2015,november,17,9782,10057,10057.0,2015-11,solapur,maharashtra
634,shegaon,black gram,2015,november,52,8231,9123,8677.0,2015-11,buldhana,maharashtra
635,latur,black gram,2015,september,2125,7287,9346,8717.0,2015-09,latur,maharashtra
636,barshi-vairag,black gram,2015,november,23,10300,10350,10300.0,2015-11,solapur,maharashtra
637,malegaon (washim),black gram,2015,october,468,10063,11425,10750.0,2015-10,wasim,maharashtra
638,kada,black gram,2015,september,919,8572,9011,8908.0,2015-09,beed,maharashtra
639,jamkhed,black gram,2015,november,13,8833,9300,9067.0,2015-11,ahmadnagar,maharashtra
640,ahmednagar,black gram,2015,december,66,8100,9086,8626.0,2015-12,ahmadnagar,maharashtra
641,dudhani,black gram,2015,october,40,10126,10462,10201.0,2015-10,solapur,maharashtra
642,pune,black gram,2015,november,21,11540,12380,12070.0,2015-11,pune,maharashtra
643,barshi,black gram,2015,may,39,8086,8121,8086.0,2015-05,solapur,maharashtra
644,indapur-bhigwan,black gram,2015,october,23,8750,10038,9750.0,2015-10,pune,maharashtra
645,pusad,black gram,2015,september,199,7712,8773,8484.0,2015-09,yewatmal,maharashtra
646,karanja,black gram,2015,october,4250,8148,11652,9970.0,2015-10,wasim,maharashtra
647,barshi-vairag,black gram,2015,october,2,11900,11900,11900.0,2015-10,solapur,maharashtra
648,kada,black gram,2015,october,40,8651,10513,10213.0,2015-10,beed,maharashtra
649,karanja,black gram,2015,september,9540,7863,9146,8498.0,2015-09,wasim,maharashtra
650,nandgaon khandeshwar,black gram,2015,september,69,7970,9551,8760.0,2015-09,amaravathi,maharashtra
651,washim,black gram,2015,october,2249,9193,10008,9503.0,2015-10,wasim,maharashtra
652,manora,black gram,2015,october,22,10000,11000,10500.0,2015-10,wasim,maharashtra
653,risod,black gram,2015,october,900,10573,11847,11233.0,2015-10,wasim,maharashtra
654,anajngaon surji,black gram,2015,september,247,7780,8580,8150.0,2015-09,amaravathi,maharashtra
655,kille dharur,black gram,2015,september,2,8401,8401,8401.0,2015-09,beed,maharashtra
656,kej,black gram,2015,september,7,8384,8567,8384.0,2015-09,beed,maharashtra
657,dhule,black gram,2015,december,46,8090,9626,9366.0,2015-12,dhule,maharashtra
658,daryapur,black gram,2015,september,4927,6912,8920,8261.0,2015-09,amaravathi,maharashtra
659,mangrulpeer,black gram,2015,october,396,9182,11618,11221.0,2015-10,wasim,maharashtra
660,pune,black gram,2015,may,95,7667,8467,8075.0,2015-05,pune,maharashtra
661,gevrai,black gram,2015,october,3,8334,8334,8334.0,2015-10,beed,maharashtra
662,shirpur,black gram,2015,december,47,8500,9727,9585.0,2015-12,dhule,maharashtra
663,pune,black gram,2015,september,103,8613,9575,9091.0,2015-09,pune,maharashtra
664,ner parasopant,black gram,2015,october,126,9373,9878,9662.0,2015-10,yewatmal,maharashtra
665,beed,black gram,2015,october,180,8621,10951,10327.0,2015-10,beed,maharashtra
666,jamkhed,black gram,2015,december,3,9150,9700,9425.0,2015-12,ahmadnagar,maharashtra
667,shrirampur,black gram,2015,november,1,8933,8933,8933.0,2015-11,ahmadnagar,maharashtra
668,ahmedpur,black gram,2015,december,11,8166,8166,8166.0,2015-12,latur,maharashtra
669,jalna,black gram,2015,november,65,8675,9453,9269.0,2015-11,jalna,maharashtra
670,latur,black gram,2015,december,1768,6586,11296,9499.0,2015-12,latur,maharashtra
671,udgir,black gram,2015,december,202,10000,10357,10357.0,2015-12,latur,maharashtra
672,digras,black gram,2015,november,5,8525,8575,8525.0,2015-11,yewatmal,maharashtra
673,beed,black gram,2015,september,259,7951,9141,8893.0,2015-09,beed,maharashtra
674,jalna,black gram,2015,october,474,9300,11314,10321.0,2015-10,jalna,maharashtra
675,digras,black gram,2015,october,14,10170,10431,10265.0,2015-10,yewatmal,maharashtra
676,yeotmal,black gram,2015,november,5,8647,8647,8647.0,2015-11,yewatmal,maharashtra
677,pusad,black gram,2015,november,15,7490,9503,8875.0,2015-11,yewatmal,maharashtra
678,akola,black gram,2015,december,514,8547,10533,9772.0,2015-12,akola,maharashtra
679,lonar,black gram,2015,october,403,9000,11800,9893.0,2015-10,buldhana,maharashtra
680,risod,black gram,2015,november,88,9213,10303,9625.0,2015-11,wasim,maharashtra
681,barshi,black gram,2015,october,496,8650,11505,10018.0,2015-10,solapur,maharashtra
682,mangrulpeer,black gram,2015,november,31,9151,10650,10350.0,2015-11,wasim,maharashtra
683,aarni,black gram,2015,september,25,8165,8536,8315.0,2015-09,yewatmal,maharashtra
684,pune,black gram,2015,october,119,11879,13157,12627.0,2015-10,pune,maharashtra
685,ner parasopant,black gram,2015,september,360,8170,8366,8271.0,2015-09,yewatmal,maharashtra
686,udgir,black gram,2015,august,60,8373,8493,8493.0,2015-08,latur,maharashtra
687,ahmednagar,black gram,2015,november,82,8950,9600,9479.0,2015-11,ahmadnagar,maharashtra
688,washim,black gram,2015,september,3995,8289,8891,8607.0,2015-09,wasim,maharashtra
689,balapur,black gram,2015,december,112,9465,9525,9500.0,2015-12,akola,maharashtra
690,pusad,black gram,2015,october,90,8975,10865,10431.0,2015-10,yewatmal,maharashtra
691,telhara,black gram,2015,december,65,7833,8767,8300.0,2015-12,akola,maharashtra
692,karanja,black gram,2015,november,550,7632,10728,9281.0,2015-11,wasim,maharashtra
693,daryapur,buffalo,2015,july,21,25000,30000,26000.0,2015-07,amaravathi,maharashtra
694,daryapur,buffalo,2015,december,19,23000,28500,25500.0,2015-12,amaravathi,maharashtra
695,khamgaon,buffalo,2015,january,184,10000,40000,25000.0,2015-01,buldhana,maharashtra
696,khamgaon,bullack,2015,september,89,10000,20000,16200.0,2015-09,buldhana,maharashtra
697,khamgaon,bullack,2015,january,176,10000,20000,15000.0,2015-01,buldhana,maharashtra
698,khamgaon,bullack,2015,december,251,5000,20000,12500.0,2015-12,buldhana,maharashtra
699,daryapur,bullack,2015,november,39,25000,32000,29000.0,2015-11,amaravathi,maharashtra
700,mumbai,cardamom,2015,march,398,84667,134667,109667.0,2015-03,mumbai,maharashtra
701,mumbai,cardamom,2015,april,288,83333,128333,105833.0,2015-04,mumbai,maharashtra
702,mumbai,cardamom,2015,may,361,95000,154167,124583.0,2015-05,mumbai,maharashtra
703,mumbai,cardamom,2015,august,194,41000,80000,60500.0,2015-08,mumbai,maharashtra
704,mumbai,cardamom,2015,december,758,49762,80952,65357.0,2015-12,mumbai,maharashtra
705,mumbai,cardamom,2015,september,298,42583,69583,56083.0,2015-09,mumbai,maharashtra
706,mumbai,cardamom,2015,february,581,90000,134375,112188.0,2015-02,mumbai,maharashtra
707,mumbai,cardamom,2015,january,958,70000,120800,95400.0,2015-01,mumbai,maharashtra
708,mumbai,cardamom,2015,october,877,58125,86250,72188.0,2015-10,mumbai,maharashtra
709,mumbai,cardamom,2015,july,502,61718,113376,87547.0,2015-07,mumbai,maharashtra
710,mumbai,cardamom,2015,november,522,53000,90000,71500.0,2015-11,mumbai,maharashtra
711,mumbai,cardamom,2015,june,314,93420,156473,124947.0,2015-06,mumbai,maharashtra
712,mumbai,cashewnuts,2015,september,4939,62905,119048,90976.0,2015-09,mumbai,maharashtra
713,mumbai,cashewnuts,2015,july,6243,60000,96923,78462.0,2015-07,mumbai,maharashtra
714,mumbai,cashewnuts,2015,august,3971,52118,83235,67676.0,2015-08,mumbai,maharashtra
715,mumbai,cashewnuts,2015,june,4877,58448,85948,72198.0,2015-06,mumbai,maharashtra
716,mumbai,cashewnuts,2015,february,3513,63684,84737,74211.0,2015-02,mumbai,maharashtra
717,mumbai,cashewnuts,2015,april,4239,55333,78000,66667.0,2015-04,mumbai,maharashtra
718,mumbai,cashewnuts,2015,may,3412,57333,84667,71000.0,2015-05,mumbai,maharashtra
719,mumbai,cashewnuts,2015,december,6079,73037,91593,82315.0,2015-12,mumbai,maharashtra
720,mumbai,cashewnuts,2015,october,7756,70000,140000,105000.0,2015-10,mumbai,maharashtra
721,mumbai,cashewnuts,2015,november,5945,62391,111304,86848.0,2015-11,mumbai,maharashtra
722,mumbai,cashewnuts,2015,march,3468,58318,80000,69159.0,2015-03,mumbai,maharashtra
723,mumbai,cashewnuts,2015,january,5095,45769,90000,67885.0,2015-01,mumbai,maharashtra
724,indapur-bhigwan,chillies(red),2015,march,1,9500,9500,9500.0,2015-03,pune,maharashtra
725,solapur,chillies(red),2015,july,145,8753,10379,9638.0,2015-07,solapur,maharashtra
726,khamgaon,chillies(red),2015,november,302,6000,11183,9433.0,2015-11,buldhana,maharashtra
727,khamgaon,chillies(red),2015,october,695,5625,11050,8963.0,2015-10,buldhana,maharashtra
728,malkapur,chillies(red),2015,october,54,7080,10025,8880.0,2015-10,buldhana,maharashtra
729,solapur,chillies(red),2015,november,284,9855,12736,11277.0,2015-11,solapur,maharashtra
730,dhule,chillies(red),2015,november,119,3700,11500,9700.0,2015-11,dhule,maharashtra
731,malkapur,chillies(red),2015,november,97,5219,11031,9381.0,2015-11,buldhana,maharashtra
732,sangali,chillies(red),2015,october,44,10000,12000,11600.0,2015-10,sangli,maharashtra
733,sangali,chillies(red),2015,september,294,11767,13222,12711.0,2015-09,sangli,maharashtra
734,sangali,chillies(red),2015,march,2421,8213,10267,9240.0,2015-03,sangli,maharashtra
735,sangali,chillies(red),2015,december,549,11692,12808,12415.0,2015-12,sangli,maharashtra
736,sangali,chillies(red),2015,may,3039,9700,10750,10200.0,2015-05,sangli,maharashtra
737,dhule,chillies(red),2015,december,74,4300,11091,8280.0,2015-12,dhule,maharashtra
738,indapur-bhigwan,chillies(red),2015,november,3,8033,10467,10333.0,2015-11,pune,maharashtra
739,indapur-bhigwan,chillies(red),2015,october,3,8600,10000,10000.0,2015-10,pune,maharashtra
740,sangali,chillies(red),2015,june,311,10183,11017,10683.0,2015-06,sangli,maharashtra
741,sangali,chillies(red),2015,january,1546,8231,10708,9469.0,2015-01,sangli,maharashtra
742,sangali,chillies(red),2015,february,1857,8100,10423,9262.0,2015-02,sangli,maharashtra
743,solapur,chillies(red),2015,december,1014,8158,12255,10015.0,2015-12,solapur,maharashtra
744,sangali,chillies(red),2015,november,53,12000,13000,12500.0,2015-11,sangli,maharashtra
745,sangali,chillies(red),2015,april,3091,8553,9329,8938.0,2015-04,sangli,maharashtra
746,indapur-bhigwan,chillies(red),2015,september,12,8200,9000,8833.0,2015-09,pune,maharashtra
747,pune,chillies(red),2015,march,428,4500,12000,8250.0,2015-03,pune,maharashtra
748,solapur,chillies(red),2015,february,5010,4075,10600,8264.0,2015-02,solapur,maharashtra
749,malkapur,chillies(red),2015,december,235,4938,9888,8356.0,2015-12,buldhana,maharashtra
750,solapur,chillies(red),2015,august,141,8592,16344,9567.0,2015-08,solapur,maharashtra
751,sangali,chillies(red),2015,august,467,8500,9750,9300.0,2015-08,sangli,maharashtra
752,solapur,chillies(red),2015,june,496,6665,10255,8774.0,2015-06,solapur,maharashtra
753,khamgaon,chillies(red),2015,december,420,5500,10350,9065.0,2015-12,buldhana,maharashtra
754,kolhapur-laxmipuri,chillies(red),2015,october,13,13500,15667,14433.0,2015-10,kolhapur,maharashtra
755,anajngaon surji,chillies(red),2015,october,54,6750,10500,8416.0,2015-10,amaravathi,maharashtra
756,nagpur,chillies(red),2015,november,7388,7371,9738,9232.0,2015-11,nagpur,maharashtra
757,umared,chillies(red),2015,october,6,8500,10000,8600.0,2015-10,nagpur,maharashtra
758,nagpur,chillies(red),2015,october,6697,7438,9438,8938.0,2015-10,nagpur,maharashtra
759,ahmednagar,chillies(red),2015,december,428,6950,11813,9504.0,2015-12,ahmadnagar,maharashtra
760,anajngaon surji,chillies(red),2015,may,150,10000,11250,10625.0,2015-05,amaravathi,maharashtra
761,anajngaon surji,chillies(red),2015,march,453,8500,10100,9490.0,2015-03,amaravathi,maharashtra
762,anajngaon surji,chillies(red),2015,june,276,9000,11600,10200.0,2015-06,amaravathi,maharashtra
763,anajngaon surji,chillies(red),2015,july,134,9000,11250,10000.0,2015-07,amaravathi,maharashtra
764,nagpur,chillies(red),2015,september,13329,7000,9000,8500.0,2015-09,nagpur,maharashtra
765,anajngaon surji,chillies(red),2015,november,42,9000,11250,10175.0,2015-11,amaravathi,maharashtra
766,gadhinglaj,chillies(red),2015,march,46,5683,45114,13183.0,2015-03,kolhapur,maharashtra
767,mumbai,chillies(red),2015,march,49086,9381,16905,13143.0,2015-03,mumbai,maharashtra
768,mumbai,chillies(red),2015,may,15635,9417,17165,13291.0,2015-05,mumbai,maharashtra
769,mumbai,chillies(red),2015,november,10002,8455,15091,11773.0,2015-11,mumbai,maharashtra
770,mumbai,chillies(red),2015,october,11844,11273,16818,14045.0,2015-10,mumbai,maharashtra
771,mumbai,chillies(red),2015,september,14228,8000,14045,11023.0,2015-09,mumbai,maharashtra
772,kolhapur-laxmipuri,chillies(red),2015,january,740,14000,18000,16333.0,2015-01,kolhapur,maharashtra
773,gadhinglaj,chillies(red),2015,september,87,8700,27367,20683.0,2015-09,kolhapur,maharashtra
774,gadhinglaj,chillies(red),2015,october,691,7578,35300,21556.0,2015-10,kolhapur,maharashtra
775,kolhapur-laxmipuri,chillies(red),2015,november,59,14400,15580,15050.0,2015-11,kolhapur,maharashtra
776,mumbai,chillies(red),2015,april,35837,9000,17333,13167.0,2015-04,mumbai,maharashtra
777,gadhinglaj,chillies(red),2015,november,931,7813,37438,21313.0,2015-11,kolhapur,maharashtra
778,mumbai,chillies(red),2015,june,8866,9036,14664,11850.0,2015-06,mumbai,maharashtra
779,mumbai,chillies(red),2015,december,13994,8000,15000,11500.0,2015-12,mumbai,maharashtra
780,mumbai,chillies(red),2015,february,27689,9327,13800,11564.0,2015-02,mumbai,maharashtra
781,mumbai,chillies(red),2015,january,35298,9092,11154,10123.0,2015-01,mumbai,maharashtra
782,gadhinglaj,chillies(red),2015,may,3,20000,22000,8300.0,2015-05,kolhapur,maharashtra
783,mumbai,chillies(red),2015,july,11375,7688,13960,10824.0,2015-07,mumbai,maharashtra
784,mumbai,chillies(red),2015,august,8312,7875,14750,11313.0,2015-08,mumbai,maharashtra
785,gadhinglaj,chillies(red),2015,april,31,6133,35267,9850.0,2015-04,kolhapur,maharashtra
786,gadhinglaj,chillies(red),2015,january,306,6233,42856,17744.0,2015-01,kolhapur,maharashtra
787,nagpur,chillies(red),2015,august,10538,6854,8854,8354.0,2015-08,nagpur,maharashtra
788,kolhapur-laxmipuri,chillies(red),2015,february,1130,10000,15500,12250.0,2015-02,kolhapur,maharashtra
789,gadhinglaj,chillies(red),2015,february,119,7029,43157,13143.0,2015-02,kolhapur,maharashtra
790,kolhapur-laxmipuri,chillies(red),2015,december,242,14667,17511,16444.0,2015-12,kolhapur,maharashtra
791,nagpur,chillies(red),2015,december,7072,8000,10000,9500.0,2015-12,nagpur,maharashtra
792,gadhinglaj,chillies(red),2015,december,1040,8222,36978,21333.0,2015-12,kolhapur,maharashtra
793,anajngaon surji,chillies(red),2015,january,300,8125,10000,9063.0,2015-01,amaravathi,maharashtra
794,armori-desaiganj,chillies(red),2015,june,17,11500,15600,13415.0,2015-06,gadchiroli,maharashtra
795,pune,chillies(red),2015,january,477,8125,15500,11813.0,2015-01,pune,maharashtra
796,pune,chillies(red),2015,february,215,8000,15000,11500.0,2015-02,pune,maharashtra
797,solapur,chillies(red),2015,october,165,10267,12756,11333.0,2015-10,solapur,maharashtra
798,armori,chillies(red),2015,june,2,11000,14500,14000.0,2015-06,gadchiroli,maharashtra
799,pune-pimpri,chillies(red),2015,december,666,12000,15800,14600.0,2015-12,pune,maharashtra
800,anajngaon surji,chillies(red),2015,april,138,9667,10667,10000.0,2015-04,amaravathi,maharashtra
801,indapur-bhigwan,chillies(red),2015,august,3,7333,9167,8167.0,2015-08,pune,maharashtra
802,anajngaon surji,chillies(red),2015,december,113,8000,40500,8400.0,2015-12,amaravathi,maharashtra
803,armori-desaiganj,chillies(red),2015,january,9,14000,14000,14000.0,2015-01,gadchiroli,maharashtra
804,armori-desaiganj,chillies(red),2015,february,4,13500,13800,13713.0,2015-02,gadchiroli,maharashtra
805,armori,chillies(red),2015,april,9,9167,12333,11258.0,2015-04,gadchiroli,maharashtra
806,anajngaon surji,chillies(red),2015,february,486,8875,9875,9375.0,2015-02,amaravathi,maharashtra
807,solapur,chillies(red),2015,september,268,10322,12322,11428.0,2015-09,solapur,maharashtra
808,anajngaon surji,chillies(red),2015,august,68,9500,10900,10100.0,2015-08,amaravathi,maharashtra
809,armori-desaiganj,chillies(red),2015,may,33,10500,14100,13294.0,2015-05,gadchiroli,maharashtra
810,pune,chillies(red),2015,december,1314,12350,15610,14705.0,2015-12,pune,maharashtra
811,indapur-bhigwan,chillies(red),2015,december,4,8775,10128,10128.0,2015-12,pune,maharashtra
812,armori-desaiganj,chillies(red),2015,april,24,7000,12000,10419.0,2015-04,gadchiroli,maharashtra
813,amarawati,chillies(red),2015,december,3,8000,10500,9250.0,2015-12,amaravathi,maharashtra
814,armori-desaiganj,chillies(red),2015,march,165,7000,13200,11824.0,2015-03,gadchiroli,maharashtra
815,dhule,chillies(red),2015,october,37,5133,11100,9050.0,2015-10,dhule,maharashtra
816,kolhapur,coriander  ,2015,june,336,4613,14840,9170.0,2015-06,kolhapur,maharashtra
817,kalyan,coriander (dry),2015,january,3,21000,23000,22000.0,2015-01,thane,maharashtra
818,sangali,coriander (dry),2015,may,20,9000,10750,9775.0,2015-05,sangli,maharashtra
819,mumbai,coriander (dry),2015,february,10857,14000,22182,18091.0,2015-02,mumbai,maharashtra
820,jalgaon,coriander (dry),2015,september,386,9975,10629,10247.0,2015-09,jalgaon,maharashtra
821,barshi,coriander (dry),2015,november,1,10100,10100,10100.0,2015-11,solapur,maharashtra
822,sangamner,coriander (dry),2015,january,1,12000,12000,12000.0,2015-01,ahmadnagar,maharashtra
823,mumbai,coriander (dry),2015,january,8597,12080,24000,18160.0,2015-01,mumbai,maharashtra
824,nagpur,coriander (dry),2015,july,7,8500,9000,8875.0,2015-07,nagpur,maharashtra
825,indapur-bhigwan,coriander (dry),2015,august,1,10000,10000,10000.0,2015-08,pune,maharashtra
826,kalyan,coriander (dry),2015,september,3,12000,16000,14000.0,2015-09,thane,maharashtra
827,mumbai,coriander (dry),2015,june,6481,10014,22068,16039.0,2015-06,mumbai,maharashtra
828,mumbai,coriander (dry),2015,april,15686,10696,22000,16348.0,2015-04,mumbai,maharashtra
829,ausa,coriander (dry),2015,november,14,6351,11651,9451.0,2015-11,latur,maharashtra
830,kalamb (os),coriander (dry),2015,february,8,8733,9567,8733.0,2015-02,osmanabad,maharashtra
831,amalner,coriander (dry),2015,september,3,8500,8500,8500.0,2015-09,jalgaon,maharashtra
832,pune-pimpri,coriander (dry),2015,december,360,10800,17600,15800.0,2015-12,pune,maharashtra
833,shirur,coriander (dry),2015,september,2,8400,8400,8400.0,2015-09,pune,maharashtra
834,pune,coriander (dry),2015,november,476,12778,16256,14914.0,2015-11,pune,maharashtra
835,nagpur,coriander (dry),2015,october,47,8500,9200,9025.0,2015-10,nagpur,maharashtra
836,pune,coriander (dry),2015,august,541,11400,17250,14850.0,2015-08,pune,maharashtra
837,sangali,coriander (dry),2015,july,2,10000,12000,11200.0,2015-07,sangli,maharashtra
838,sangali,coriander (dry),2015,february,4,7000,9500,8250.0,2015-02,sangli,maharashtra
