,APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name
1149,kalyan,matki,2015,july,12,8000,9600,8425.0,2015-07,thane,maharashtra
1150,kalyan,matki,2015,december,9,6733,10533,9067.0,2015-12,thane,maharashtra
1151,malegaon,matki,2015,june,6,8068,8068,8068.0,2015-06,nasik,maharashtra
1152,indapur-bhigwan,matki,2015,december,1,9100,9100,9100.0,2015-12,pune,maharashtra
1153,sinner,matki,2015,may,1,8500,8500,8500.0,2015-05,nasik,maharashtra
1154,jalna,matki,2015,february,2,9776,9776,9776.0,2015-02,jalna,maharashtra
1155,kalyan,matki,2015,november,3,7000,11000,9000.0,2015-11,thane,maharashtra
1156,jalna,matki,2015,january,1,15025,15025,15025.0,2015-01,jalna,maharashtra
1157,mangalwedha,matki,2015,march,1,8700,8700,8700.0,2015-03,solapur,maharashtra
1158,mangalwedha,matki,2015,july,1,8700,8700,8700.0,2015-07,solapur,maharashtra
1159,sangali,matki,2015,november,600,6200,11821,10300.0,2015-11,sangli,maharashtra
1160,ahmednagar,matki,2015,july,5,9000,9000,9000.0,2015-07,ahmadnagar,maharashtra
1161,rahuri-vambori,matki,2015,december,5,9670,10220,9945.0,2015-12,ahmadnagar,maharashtra
1162,kalyan,matki,2015,august,3,9000,9200,9000.0,2015-08,thane,maharashtra
1163,shevgaon-bodhegaon,matki,2015,december,4,9233,9233,9233.0,2015-12,ahmadnagar,maharashtra
1164,kolhapur,naspatti ,2015,july,8,10000,13125,11875.0,2015-07,kolhapur,maharashtra
1165,kolhapur,naspatti ,2015,august,11,9167,11250,9792.0,2015-08,kolhapur,maharashtra
1166,kalamb (os),niger-seed,2015,october,1,9100,9100,9100.0,2015-10,osmanabad,maharashtra
1167,narkhed,orange,2015,march,44532,21567,20067,15400.0,2015-03,nagpur,maharashtra
1168,narkhed,orange,2015,april,7119,21111,20778,16222.0,2015-04,nagpur,maharashtra
1169,kalyan,orange,2015,august,3,8000,10000,8500.0,2015-08,thane,maharashtra
1170,narkhed,orange,2015,february,2712,23000,19800,13400.0,2015-02,nagpur,maharashtra
1171,hanegaon,other cereals,2015,december,4,9500,9800,9500.0,2015-12,nanded,maharashtra
1172,kolhapur,peer,2015,october,3,8000,8750,8500.0,2015-10,kolhapur,maharashtra
1173,kalamb (os),pigeon pea (tur),2015,august,34,7954,12197,8477.0,2015-08,osmanabad,maharashtra
1174,kej,pigeon pea (tur),2015,november,3,9526,10000,9526.0,2015-11,beed,maharashtra
1175,akot,pigeon pea (tur),2015,october,105,7667,9000,8333.0,2015-10,akola,maharashtra
1176,chandur bajar,pigeon pea (tur),2015,august,846,6960,8995,8281.0,2015-08,amaravathi,maharashtra
1177,akola,pigeon pea (tur),2015,october,1719,8694,10971,10024.0,2015-10,akola,maharashtra
1178,bhokar,pigeon pea (tur),2015,december,716,8093,8755,8455.0,2015-12,nanded,maharashtra
1179,shegaon,pigeon pea (tur),2015,october,86,8609,10102,9438.0,2015-10,buldhana,maharashtra
1180,khamgaon,pigeon pea (tur),2015,september,1978,5980,9729,8632.0,2015-09,buldhana,maharashtra
1181,mudkhed,pigeon pea (tur),2015,december,158,7999,8315,8122.0,2015-12,nanded,maharashtra
1182,mukhed,pigeon pea (tur),2015,december,152,8393,9056,8910.0,2015-12,nanded,maharashtra
1183,anajngaon surji,pigeon pea (tur),2015,august,412,8100,9020,8637.0,2015-08,amaravathi,maharashtra
1184,malegaon,pigeon pea (tur),2015,october,135,8347,9203,8954.0,2015-10,nasik,maharashtra
1185,himayatnagar,pigeon pea (tur),2015,december,175,8093,8389,8278.0,2015-12,nanded,maharashtra
1186,buldhana,pigeon pea (tur),2015,september,22,8167,9000,8567.0,2015-09,buldhana,maharashtra
1187,kinwat,pigeon pea (tur),2015,december,5031,7580,9094,9018.0,2015-12,nanded,maharashtra
1188,akot,pigeon pea (tur),2015,september,260,8220,9400,8810.0,2015-09,akola,maharashtra
1189,loha,pigeon pea (tur),2015,december,1078,8584,9385,9214.0,2015-12,nanded,maharashtra
1190,ahmednagar,pigeon pea (tur),2015,november,70,8050,8767,8425.0,2015-11,ahmadnagar,maharashtra
1191,hadgaon,pigeon pea (tur),2015,december,707,7500,8800,8240.0,2015-12,nanded,maharashtra
1192,deglur,pigeon pea (tur),2015,december,1259,8033,8956,8720.0,2015-12,nanded,maharashtra
1193,hadgaon-tamsa,pigeon pea (tur),2015,december,4106,7420,9148,8413.0,2015-12,nanded,maharashtra
1194,nanded,pigeon pea (tur),2015,december,215,7565,8456,8225.0,2015-12,nanded,maharashtra
1195,anajngaon surji,pigeon pea (tur),2015,october,98,9320,10740,9875.0,2015-10,amaravathi,maharashtra
1196,umari,pigeon pea (tur),2015,december,440,8441,8857,8650.0,2015-12,nanded,maharashtra
1197,telhara,pigeon pea (tur),2015,august,465,7670,8488,8089.0,2015-08,akola,maharashtra
1198,mangalwedha,pigeon pea (tur),2015,december,17,8550,9050,9050.0,2015-12,solapur,maharashtra
1199,nandura,pigeon pea (tur),2015,september,235,7490,9152,9152.0,2015-09,buldhana,maharashtra
1200,balapur,pigeon pea (tur),2015,october,26,8117,10333,8283.0,2015-10,akola,maharashtra
1201,ashti (jalna),pigeon pea (tur),2015,december,351,8136,8348,8261.0,2015-12,jalna,maharashtra
1202,ambad(vadi godri),pigeon pea (tur),2015,december,4934,7422,8767,8254.0,2015-12,jalna,maharashtra
1203,partur,pigeon pea (tur),2015,august,70,8115,9470,9126.0,2015-08,jalna,maharashtra
1204,mehkar,pigeon pea (tur),2015,september,268,7167,9269,8306.0,2015-09,buldhana,maharashtra
1205,wardha,pigeon pea (tur),2015,august,138,8788,9200,9200.0,2015-08,wardha,maharashtra
1206,amarawati,pigeon pea (tur),2015,november,51,8488,9213,8798.0,2015-11,amaravathi,maharashtra
1207,ambad(vadi godri),pigeon pea (tur),2015,august,20,8572,8700,8600.0,2015-08,jalna,maharashtra
1208,akola,pigeon pea (tur),2015,december,23292,8133,10061,9307.0,2015-12,akola,maharashtra
1209,hinganghat,pigeon pea (tur),2015,august,3773,7011,8866,8411.0,2015-08,wardha,maharashtra
1210,kada,pigeon pea (tur),2015,november,8,7500,9000,9000.0,2015-11,beed,maharashtra
1211,jalna-badnapur,pigeon pea (tur),2015,december,136,8771,9188,8990.0,2015-12,jalna,maharashtra
1212,mantha,pigeon pea (tur),2015,december,743,7845,8588,8327.0,2015-12,jalna,maharashtra
1213,jalna,pigeon pea (tur),2015,december,51698,8039,9344,8829.0,2015-12,jalna,maharashtra
1214,ghansawangi,pigeon pea (tur),2015,december,2740,7925,8388,8244.0,2015-12,jalna,maharashtra
1215,osmanabad,pigeon pea (tur),2015,december,15,8173,8173,8173.0,2015-12,osmanabad,maharashtra
1216,jawala-bajar,pigeon pea (tur),2015,december,722,8367,8733,8671.0,2015-12,hingoli,maharashtra
1217,murum,pigeon pea (tur),2015,december,5148,9161,10528,9841.0,2015-12,osmanabad,maharashtra
1218,jalgaon jamod-aasalgaon,pigeon pea (tur),2015,october,24,8400,9200,8800.0,2015-10,buldhana,maharashtra
1219,hingoli,pigeon pea (tur),2015,december,12622,8135,9505,9505.0,2015-12,hingoli,maharashtra
1220,devala,pigeon pea (tur),2015,october,4,8504,8509,8509.0,2015-10,nasik,maharashtra
1221,yeotmal,pigeon pea (tur),2015,november,49,8048,8650,8250.0,2015-11,yewatmal,maharashtra
1222,nandgaon khandeshwar,pigeon pea (tur),2015,october,132,7833,9221,8527.0,2015-10,amaravathi,maharashtra
1223,achalpur,pigeon pea (tur),2015,december,6102,6314,8987,8057.0,2015-12,amaravathi,maharashtra
1224,katol,pigeon pea (tur),2015,september,405,7575,8664,8530.0,2015-09,nagpur,maharashtra
1225,varud-rajura bazar,pigeon pea (tur),2015,august,14,8085,9385,9080.0,2015-08,amaravathi,maharashtra
1226,khamgaon,pigeon pea (tur),2015,october,1144,7570,10873,9586.0,2015-10,buldhana,maharashtra
1227,sengaon,pigeon pea (tur),2015,august,109,8730,8860,8801.0,2015-08,hingoli,maharashtra
1228,pathardi,pigeon pea (tur),2015,december,133,7900,8720,8270.0,2015-12,ahmadnagar,maharashtra
1229,morshi,pigeon pea (tur),2015,october,354,9508,10500,9683.0,2015-10,amaravathi,maharashtra
1230,sengaon,pigeon pea (tur),2015,december,13297,7650,9384,8807.0,2015-12,hingoli,maharashtra
1231,shirpur,pigeon pea (tur),2015,october,1,9101,9101,9101.0,2015-10,dhule,maharashtra
1232,lohara,pigeon pea (tur),2015,december,229,9022,14741,9568.0,2015-12,osmanabad,maharashtra
1233,parli-vaijnath,pigeon pea (tur),2015,november,6,8250,8250,8250.0,2015-11,beed,maharashtra
1234,umared,pigeon pea (tur),2015,october,15,8021,8337,8149.0,2015-10,nagpur,maharashtra
1235,amarawati,pigeon pea (tur),2015,december,7683,8146,9547,8823.0,2015-12,amaravathi,maharashtra
1236,murtizapur,pigeon pea (tur),2015,november,60,8840,9110,9009.0,2015-11,akola,maharashtra
1237,tuljapur,pigeon pea (tur),2015,december,2194,8974,9614,9480.0,2015-12,osmanabad,maharashtra
1238,balapur,pigeon pea (tur),2015,november,111,9100,10100,10000.0,2015-11,akola,maharashtra
1239,umarga,pigeon pea (tur),2015,december,1370,8466,10112,9789.0,2015-12,osmanabad,maharashtra
1240,lasalgaon,pigeon pea (tur),2015,december,31,7981,8086,8051.0,2015-12,nasik,maharashtra
1241,digras,pigeon pea (tur),2015,october,9,9080,9608,9080.0,2015-10,yewatmal,maharashtra
1242,telhara,pigeon pea (tur),2015,october,290,8900,9520,9210.0,2015-10,akola,maharashtra
1243,varud-rajura bazar,pigeon pea (tur),2015,october,1,8100,8100,8100.0,2015-10,amaravathi,maharashtra
1244,aarni,pigeon pea (tur),2015,october,16,10775,10775,10775.0,2015-10,yewatmal,maharashtra
1245,babhulgaon,pigeon pea (tur),2015,october,34,9151,9951,9551.0,2015-10,yewatmal,maharashtra
1246,dhule,pigeon pea (tur),2015,october,137,8434,9146,8875.0,2015-10,dhule,maharashtra
1247,paranda,pigeon pea (tur),2015,december,383,8449,9069,8719.0,2015-12,osmanabad,maharashtra
1248,hingoli,pigeon pea (tur),2015,august,345,7732,8424,8424.0,2015-08,hingoli,maharashtra
1249,devala,pigeon pea (tur),2015,december,58,7940,8336,8220.0,2015-12,nasik,maharashtra
1250,tumsar,pigeon pea (tur),2015,december,9,9017,9017,9017.0,2015-12,bhandara,maharashtra
1251,indapur-bhigwan,pigeon pea (tur),2015,december,177,5840,8940,8140.0,2015-12,pune,maharashtra
1252,jalna,pigeon pea (tur),2015,october,111,8587,10432,9707.0,2015-10,jalna,maharashtra
1253,umared,pigeon pea (tur),2015,september,45,7720,8214,8050.0,2015-09,nagpur,maharashtra
1254,kille dharur,pigeon pea (tur),2015,november,3,7501,9651,9651.0,2015-11,beed,maharashtra
1255,hadgaon,pigeon pea (tur),2015,august,282,9760,9520,9360.0,2015-08,nanded,maharashtra
1256,loha,pigeon pea (tur),2015,august,26,8600,9100,8900.0,2015-08,nanded,maharashtra
1257,chandur rly.,pigeon pea (tur),2015,august,518,8615,8962,8703.0,2015-08,amaravathi,maharashtra
1258,jalna,pigeon pea (tur),2015,november,120,9675,10827,10143.0,2015-11,jalna,maharashtra
1259,daryapur,pigeon pea (tur),2015,august,2878,5373,9048,8727.0,2015-08,amaravathi,maharashtra
1260,sangrampur-varvatbakal,pigeon pea (tur),2015,october,70,5500,8960,8050.0,2015-10,buldhana,maharashtra
1261,indapur,pigeon pea (tur),2015,december,37,8510,9050,8650.0,2015-12,pune,maharashtra
1262,malkapur,pigeon pea (tur),2015,october,361,7270,10311,9567.0,2015-10,buldhana,maharashtra
1263,morshi,pigeon pea (tur),2015,august,452,8586,9092,8674.0,2015-08,amaravathi,maharashtra
1264,lonar,pigeon pea (tur),2015,october,12,8513,9925,9219.0,2015-10,buldhana,maharashtra
1265,kalamb (os),pigeon pea (tur),2015,december,1239,7832,9060,8566.0,2015-12,osmanabad,maharashtra
1266,majalgaon,pigeon pea (tur),2015,november,21,8370,8370,8370.0,2015-11,beed,maharashtra
1267,daryapur,pigeon pea (tur),2015,october,622,8433,10415,9763.0,2015-10,amaravathi,maharashtra
1268,jalna,pigeon pea (tur),2015,september,197,7780,8577,8373.0,2015-09,jalna,maharashtra
1269,umarga,pigeon pea (tur),2015,august,25,8771,9325,9102.0,2015-08,osmanabad,maharashtra
1270,tuljapur,pigeon pea (tur),2015,august,5,9333,9333,9333.0,2015-08,osmanabad,maharashtra
1271,nandura,pigeon pea (tur),2015,october,161,8831,11015,11015.0,2015-10,buldhana,maharashtra
1272,partur,pigeon pea (tur),2015,october,14,7800,9751,9000.0,2015-10,jalna,maharashtra
1273,mehkar,pigeon pea (tur),2015,october,61,7700,9934,8917.0,2015-10,buldhana,maharashtra
1274,chandur rly.,pigeon pea (tur),2015,october,80,10945,11942,11682.0,2015-10,amaravathi,maharashtra
1275,vaijapur,pigeon pea (tur),2015,october,12,8285,8285,8285.0,2015-10,aurangabad,maharashtra
1276,akola,pigeon pea (tur),2015,september,2496,8002,9494,9079.0,2015-09,akola,maharashtra
1277,chandur bajar,pigeon pea (tur),2015,october,234,8000,10100,9182.0,2015-10,amaravathi,maharashtra
1278,nanded,pigeon pea (tur),2015,november,2,8100,8100,8100.0,2015-11,nanded,maharashtra
1279,bhokar,pigeon pea (tur),2015,october,46,8223,8223,8223.0,2015-10,nanded,maharashtra
1280,parli-vaijnath,pigeon pea (tur),2015,december,351,8313,8975,8742.0,2015-12,beed,maharashtra
1281,digras,pigeon pea (tur),2015,december,1302,7987,9054,8607.0,2015-12,yewatmal,maharashtra
1282,majalgaon,pigeon pea (tur),2015,december,5416,6394,9114,8744.0,2015-12,beed,maharashtra
1283,akkolkot,pigeon pea (tur),2015,december,7928,9806,10575,10245.0,2015-12,solapur,maharashtra
1284,darwha,pigeon pea (tur),2015,december,480,8040,8715,8377.0,2015-12,yewatmal,maharashtra
1285,hingoli,pigeon pea (tur),2015,september,310,8350,9373,9373.0,2015-09,hingoli,maharashtra
1286,vani,pigeon pea (tur),2015,december,1692,7634,8353,8127.0,2015-12,yewatmal,maharashtra
1287,kada,pigeon pea (tur),2015,december,380,7900,9025,8500.0,2015-12,beed,maharashtra
1288,shevgaon,pigeon pea (tur),2015,december,702,8214,8891,8891.0,2015-12,ahmadnagar,maharashtra
1289,umarkhed-danki,pigeon pea (tur),2015,december,920,8067,8633,8433.0,2015-12,yewatmal,maharashtra
1290,solapur,pigeon pea (tur),2015,august,89,8171,8436,8291.0,2015-08,solapur,maharashtra
1291,yeotmal,pigeon pea (tur),2015,december,5917,7124,8913,8169.0,2015-12,yewatmal,maharashtra
1292,murtizapur,pigeon pea (tur),2015,october,650,9473,10351,10005.0,2015-10,akola,maharashtra
1293,hingoli,pigeon pea (tur),2015,october,21,8447,9769,9769.0,2015-10,hingoli,maharashtra
1294,sengaon,pigeon pea (tur),2015,october,17,9200,10250,9725.0,2015-10,hingoli,maharashtra
1295,kille dharur,pigeon pea (tur),2015,december,102,7215,8980,8630.0,2015-12,beed,maharashtra
1296,himayatnagar,pigeon pea (tur),2015,november,1,8000,9510,9000.0,2015-11,nanded,maharashtra
1297,yeola,pigeon pea (tur),2015,october,2,8500,8500,8500.0,2015-10,nasik,maharashtra
1298,kurdwadi,pigeon pea (tur),2015,december,96,7746,8664,8229.0,2015-12,solapur,maharashtra
1299,pusad,pigeon pea (tur),2015,december,7511,7926,9573,9077.0,2015-12,yewatmal,maharashtra
1300,kej,pigeon pea (tur),2015,december,103,7548,9324,8071.0,2015-12,beed,maharashtra
1301,ner parasopant,pigeon pea (tur),2015,august,431,8766,8951,8860.0,2015-08,yewatmal,maharashtra
1302,washim,pigeon pea (tur),2015,september,1051,9132,9874,9475.0,2015-09,wasim,maharashtra
1303,navapur,pigeon pea (tur),2015,december,505,7965,8510,8222.0,2015-12,nandurbar,maharashtra
1304,solapur,pigeon pea (tur),2015,december,2004,8651,10298,9879.0,2015-12,solapur,maharashtra
1305,hadgaon,pigeon pea (tur),2015,september,326,8688,8525,8138.0,2015-09,nanded,maharashtra
1306,mangrulpeer,pigeon pea (tur),2015,september,196,8315,9508,9313.0,2015-09,wasim,maharashtra
1307,manora,pigeon pea (tur),2015,september,221,8614,9673,9482.0,2015-09,wasim,maharashtra
1308,risod,pigeon pea (tur),2015,september,622,8393,8938,8671.0,2015-09,wasim,maharashtra
1309,nanded,pigeon pea (tur),2015,september,10,7750,8175,8050.0,2015-09,nanded,maharashtra
1310,barshi-vairag,pigeon pea (tur),2015,december,570,8178,9262,9006.0,2015-12,solapur,maharashtra
1311,loha,pigeon pea (tur),2015,september,64,9426,5356,9500.0,2015-09,nanded,maharashtra
1312,taloda,pigeon pea (tur),2015,december,487,7679,8610,8393.0,2015-12,nandurbar,maharashtra
1313,aarni,pigeon pea (tur),2015,august,275,8333,8930,8623.0,2015-08,yewatmal,maharashtra
1314,babhulgaon,pigeon pea (tur),2015,august,1000,7115,9201,8450.0,2015-08,yewatmal,maharashtra
1315,digras,pigeon pea (tur),2015,august,89,8308,8802,8646.0,2015-08,yewatmal,maharashtra
1316,naigaon,pigeon pea (tur),2015,september,11,8965,9356,9105.0,2015-09,nanded,maharashtra
1317,telhara,pigeon pea (tur),2015,september,495,8345,8891,8618.0,2015-09,akola,maharashtra
1318,indapur,pigeon pea (tur),2015,november,27,7633,8633,8633.0,2015-11,pune,maharashtra
1319,karanja,pigeon pea (tur),2015,october,360,8597,10271,9481.0,2015-10,wasim,maharashtra
1320,aarni,pigeon pea (tur),2015,december,4361,7629,9354,8579.0,2015-12,yewatmal,maharashtra
1321,loha,pigeon pea (tur),2015,october,12,11500,12321,11700.0,2015-10,nanded,maharashtra
1322,karmala,pigeon pea (tur),2015,december,1382,7614,9080,8634.0,2015-12,solapur,maharashtra
1323,mangrulpeer,pigeon pea (tur),2015,november,23,8000,10500,9900.0,2015-11,wasim,maharashtra
1324,rahuri-vambori,pigeon pea (tur),2015,december,337,8026,8942,8484.0,2015-12,ahmadnagar,maharashtra
1325,naigaon,pigeon pea (tur),2015,october,4,9833,9833,9833.0,2015-10,nanded,maharashtra
1326,mangrulpeer,pigeon pea (tur),2015,october,63,10567,11537,11312.0,2015-10,wasim,maharashtra
1327,dudhani,pigeon pea (tur),2015,december,6487,8939,10641,10177.0,2015-12,solapur,maharashtra
1328,washim,pigeon pea (tur),2015,october,375,8521,9282,8814.0,2015-10,wasim,maharashtra
1329,amarawati,pigeon pea (tur),2015,october,54,10797,11791,11072.0,2015-10,amaravathi,maharashtra
1330,karanja,pigeon pea (tur),2015,september,1630,8385,9478,8969.0,2015-09,wasim,maharashtra
1331,yeotmal,pigeon pea (tur),2015,august,903,8117,8989,8764.0,2015-08,yewatmal,maharashtra
1332,manora,pigeon pea (tur),2015,october,49,10050,11150,10500.0,2015-10,wasim,maharashtra
1333,sengaon,pigeon pea (tur),2015,september,67,9040,9280,9160.0,2015-09,hingoli,maharashtra
1334,barshi,pigeon pea (tur),2015,december,6589,8656,9768,9230.0,2015-12,solapur,maharashtra
1335,risod,pigeon pea (tur),2015,october,93,9019,10017,9483.0,2015-10,wasim,maharashtra
1336,gevrai,pigeon pea (tur),2015,december,3256,8002,9142,8695.0,2015-12,beed,maharashtra
1337,sangali,pigeon pea (tur),2015,december,14,7750,10500,9550.0,2015-12,sangli,maharashtra
1338,jalgaon,pigeon pea (tur),2015,october,7,9900,9900,9900.0,2015-10,jalgaon,maharashtra
1339,nandurbar,pigeon pea (tur),2015,november,37,8223,8335,8285.0,2015-11,nandurbar,maharashtra
1340,gevrai,pigeon pea (tur),2015,august,63,7910,8813,8411.0,2015-08,beed,maharashtra
1341,hinganghat,pigeon pea (tur),2015,october,665,8690,10522,9952.0,2015-10,wardha,maharashtra
1342,beed,pigeon pea (tur),2015,august,20,7690,8744,8569.0,2015-08,beed,maharashtra
1343,nandurbar,pigeon pea (tur),2015,october,11,8560,8560,8560.0,2015-10,nandurbar,maharashtra
1344,gevrai,pigeon pea (tur),2015,november,12,7782,8310,8264.0,2015-11,beed,maharashtra
1345,amarawati,pigeon pea (tur),2015,august,39,8773,9315,8905.0,2015-08,amaravathi,maharashtra
1346,shahada,pigeon pea (tur),2015,november,6,8475,8628,8475.0,2015-11,nandurbar,maharashtra
1347,achalpur,pigeon pea (tur),2015,august,301,7475,8900,8208.0,2015-08,amaravathi,maharashtra
1348,akola,pigeon pea (tur),2015,august,4778,7189,8879,8131.0,2015-08,akola,maharashtra
1349,shegaon,pigeon pea (tur),2015,september,152,7875,9008,8471.0,2015-09,buldhana,maharashtra
1350,taloda,pigeon pea (tur),2015,november,17,8400,8400,8400.0,2015-11,nandurbar,maharashtra
1351,dudhani,pigeon pea (tur),2015,august,300,9458,9587,9578.0,2015-08,solapur,maharashtra
1352,samudrapur,pigeon pea (tur),2015,december,7,8121,8251,8200.0,2015-12,wardha,maharashtra
1353,ambejogai,pigeon pea (tur),2015,december,352,8091,8866,8406.0,2015-12,beed,maharashtra
1354,malegaon (washim),pigeon pea (tur),2015,december,10360,8043,9521,9018.0,2015-12,wasim,maharashtra
1355,mangrulpeer,pigeon pea (tur),2015,december,14592,6586,9824,9289.0,2015-12,wasim,maharashtra
1356,manora,pigeon pea (tur),2015,december,5875,8109,9777,9045.0,2015-12,wasim,maharashtra
1357,washim,pigeon pea (tur),2015,august,2889,8833,9623,9081.0,2015-08,wasim,maharashtra
1358,karanja,pigeon pea (tur),2015,december,23570,8099,9944,9013.0,2015-12,wasim,maharashtra
1359,murtizapur,pigeon pea (tur),2015,september,1040,8995,9575,9420.0,2015-09,akola,maharashtra
1360,shevgaon-bodhegaon,pigeon pea (tur),2015,december,465,8536,8759,8755.0,2015-12,ahmadnagar,maharashtra
1361,indapur-bhigwan,pigeon pea (tur),2015,november,5,8050,8050,8050.0,2015-11,pune,maharashtra
1362,risod,pigeon pea (tur),2015,august,560,8039,8561,8283.0,2015-08,wasim,maharashtra
1363,risod,pigeon pea (tur),2015,december,19860,7435,9685,8543.0,2015-12,wasim,maharashtra
1364,washim,pigeon pea (tur),2015,december,46730,8381,9418,8840.0,2015-12,wasim,maharashtra
1365,zarijamini,pigeon pea (tur),2015,december,12,8210,8400,8225.0,2015-12,yewatmal,maharashtra
1366,beed,pigeon pea (tur),2015,december,1301,7742,9075,8822.0,2015-12,beed,maharashtra
1367,manora,pigeon pea (tur),2015,august,659,8246,9194,8829.0,2015-08,wasim,maharashtra
1368,wardha,pigeon pea (tur),2015,september,71,8200,8503,8503.0,2015-09,wardha,maharashtra
1369,chandur bajar,pigeon pea (tur),2015,november,7,8000,9800,8880.0,2015-11,amaravathi,maharashtra
1370,hinganghat,pigeon pea (tur),2015,september,1484,7281,9332,8613.0,2015-09,wardha,maharashtra
1371,samudrapur,pigeon pea (tur),2015,october,1,12000,12000,12000.0,2015-10,wardha,maharashtra
1372,wardha,pigeon pea (tur),2015,october,68,8569,9092,9092.0,2015-10,wardha,maharashtra
1373,karanja,pigeon pea (tur),2015,august,5945,7955,9075,8616.0,2015-08,wasim,maharashtra
1374,mangrulpeer,pigeon pea (tur),2015,august,681,7293,9641,9443.0,2015-08,wasim,maharashtra
1375,parli-vaijnath,pigeon pea (tur),2015,september,19,7950,8540,8340.0,2015-09,beed,maharashtra
1376,lonar,pigeon pea (tur),2015,august,350,7472,8660,8222.0,2015-08,buldhana,maharashtra
1377,dudhani,pigeon pea (tur),2015,october,194,11765,12006,11931.0,2015-10,solapur,maharashtra
1378,akkolkot,pigeon pea (tur),2015,october,12,11001,13200,12920.0,2015-10,solapur,maharashtra
1379,majalgaon,pigeon pea (tur),2015,september,100,7035,8673,8190.0,2015-09,beed,maharashtra
1380,majalgaon,pigeon pea (tur),2015,october,29,8363,9615,9215.0,2015-10,beed,maharashtra
1381,devala,pigeon pea (tur),2015,june,5,5926,5926,127201.0,2015-06,nasik,maharashtra
1382,malkapur,pigeon pea (tur),2015,august,2104,6113,9162,8093.0,2015-08,buldhana,maharashtra
1383,devala,pigeon pea (tur),2015,november,22,8813,9152,9064.0,2015-11,nasik,maharashtra
1384,akkolkot,pigeon pea (tur),2015,september,2,9410,9410,9410.0,2015-09,solapur,maharashtra
1385,rahuri-vambori,pigeon pea (tur),2015,october,13,9086,9172,9129.0,2015-10,ahmadnagar,maharashtra
1386,latur,pigeon pea (tur),2015,september,2866,8792,10618,9871.0,2015-09,latur,maharashtra
1387,jintur-bori,pigeon pea (tur),2015,october,5,8567,8567,8567.0,2015-10,parbhani,maharashtra
1388,ausa,pigeon pea (tur),2015,september,37,8808,9367,9186.0,2015-09,latur,maharashtra
1389,kalvan,pigeon pea (tur),2015,november,30,9250,9450,9300.0,2015-11,nasik,maharashtra
1390,buldhana,pigeon pea (tur),2015,august,19,7750,8700,8050.0,2015-08,buldhana,maharashtra
1391,udgir,pigeon pea (tur),2015,september,181,9430,9875,9875.0,2015-09,latur,maharashtra
1392,nilanga,pigeon pea (tur),2015,september,20,8225,9998,9325.0,2015-09,latur,maharashtra
1393,khamgaon,pigeon pea (tur),2015,august,4868,6768,9244,8492.0,2015-08,buldhana,maharashtra
1394,kille dharur,pigeon pea (tur),2015,october,5,7767,8600,8217.0,2015-10,beed,maharashtra
1395,solapur,pigeon pea (tur),2015,october,12,9394,9634,9394.0,2015-10,solapur,maharashtra
1396,jalgaon jamod-aasalgaon,pigeon pea (tur),2015,august,529,7714,9014,8364.0,2015-08,buldhana,maharashtra
1397,nandura,pigeon pea (tur),2015,december,3014,7350,9010,9010.0,2015-12,buldhana,maharashtra
1398,nagpur,pigeon pea (tur),2015,december,1707,6993,8951,8468.0,2015-12,nagpur,maharashtra
1399,umarga,pigeon pea (tur),2015,september,25,8451,9346,9173.0,2015-09,osmanabad,maharashtra
1400,tuljapur,pigeon pea (tur),2015,september,4,8900,8900,8900.0,2015-09,osmanabad,maharashtra
1401,kalamb (os),pigeon pea (tur),2015,october,18,9815,10068,10056.0,2015-10,osmanabad,maharashtra
1402,kille dharur,pigeon pea (tur),2015,september,17,6357,8957,8708.0,2015-09,beed,maharashtra
1403,umarga,pigeon pea (tur),2015,november,65,9772,10932,10459.0,2015-11,osmanabad,maharashtra
1404,vaijapur,pigeon pea (tur),2015,december,791,8137,8685,8483.0,2015-12,aurangabad,maharashtra
1405,tuljapur,pigeon pea (tur),2015,november,20,10707,10707,10707.0,2015-11,osmanabad,maharashtra
1406,kannad,pigeon pea (tur),2015,december,48,7250,8750,8183.0,2015-12,aurangabad,maharashtra
1407,umarga,pigeon pea (tur),2015,october,10,9086,10843,10286.0,2015-10,osmanabad,maharashtra
1408,murum,pigeon pea (tur),2015,october,21,10934,11017,10938.0,2015-10,osmanabad,maharashtra
1409,lonar,pigeon pea (tur),2015,december,12483,7590,9511,8588.0,2015-12,buldhana,maharashtra
1410,khamgaon,pigeon pea (tur),2015,december,43655,6781,9892,8786.0,2015-12,buldhana,maharashtra
1411,tuljapur,pigeon pea (tur),2015,october,16,11267,11267,11267.0,2015-10,osmanabad,maharashtra
1412,lasur station,pigeon pea (tur),2015,december,7890,7982,8723,8553.0,2015-12,aurangabad,maharashtra
1413,mehkar,pigeon pea (tur),2015,december,14998,7528,9348,8575.0,2015-12,buldhana,maharashtra
1414,ahmednagar,pigeon pea (tur),2015,october,78,9425,10175,9850.0,2015-10,ahmadnagar,maharashtra
1415,murum,pigeon pea (tur),2015,september,30,9667,9717,9692.0,2015-09,osmanabad,maharashtra
1416,malkapur,pigeon pea (tur),2015,december,9380,6719,9526,8644.0,2015-12,buldhana,maharashtra
1417,ambejogai,pigeon pea (tur),2015,september,49,7531,9216,8351.0,2015-09,beed,maharashtra
